Image Data,Label
[0.6431373 0.5294118 0.3647059 ... 0.5294118 0.5254902 0.5137255],1
[0.6745098  0.5411765  0.56078434 ... 0.3137255  0.29411766 0.32941177],1
[0.4509804  0.34901962 0.31764707 ... 0.7607843  0.76862746 0.7529412 ],1
[0.34509805 0.32156864 0.21176471 ... 0.20392157 0.29803923 0.27450982],1
[0.49019608 0.84313726 0.90588236 ... 0.04705882 0.0627451  0.07450981],1
[0.3647059  0.30588236 0.3254902  ... 0.08235294 0.05490196 0.04313726],1
[0.47843137 0.4862745  0.36078432 ... 0.1764706  0.21176471 0.15686275],1
[0.24313726 0.12941177 0.13333334 ... 0.29411766 0.22745098 0.20784314],1
[0.1882353  0.16470589 0.2901961  ... 0.09803922 0.09019608 0.12156863],1
[0.52156866 0.39215687 0.35686275 ... 0.03921569 0.05098039 0.03529412],1
[0.10588235 0.16078432 0.20784314 ... 0.11372549 0.14509805 0.14509805],1
[0.19607843 0.20784314 0.09019608 ... 0.13725491 0.15686275 0.16862746],1
[0.8352941  0.9529412  0.83137256 ... 0.11764706 0.13725491 0.12941177],1
[0.3529412  0.44313726 0.42745098 ... 0.09411765 0.11764706 0.11764706],1
[0.05098039 0.02745098 0.02352941 ... 0.42352942 0.2784314  0.17254902],1
[0.3529412  0.42352942 0.3372549  ... 0.30980393 0.29803923 0.28627452],1
[0.4        0.13333334 0.14117648 ... 0.02745098 0.03921569 0.07450981],1
[0.14901961 0.13725491 0.14901961 ... 0.6862745  0.69411767 0.68235296],1
[0.63529414 0.63529414 0.5137255  ... 0.16078432 0.22745098 0.3529412 ],1
[0.13333334 0.16862746 0.14509805 ... 0.15686275 0.15294118 0.1254902 ],1
[0.20784314 0.12941177 0.16470589 ... 0.08627451 0.09019608 0.09411765],1
[0.06666667 0.01568628 0.01568628 ... 0.43137255 0.43137255 0.40784314],1
[0.28627452 0.3137255  0.3019608  ... 0.36078432 0.38431373 0.32941177],1
[0.15686275 0.29803923 0.15294118 ... 0.21568628 0.28235295 0.22745098],1
[0.29803923 0.31764707 0.29803923 ... 0.18039216 0.18431373 0.17254902],1
[0.05882353 0.0627451  0.05098039 ... 0.16470589 0.20784314 0.07450981],1
[0.10980392 0.10980392 0.30980393 ... 0.09411765 0.10980392 0.04705882],1
[0.16078432 0.25882354 0.2901961  ... 0.3137255  0.30980393 0.3137255 ],1
[0.27450982 0.22352941 0.2509804  ... 0.01176471 0.01176471 0.00784314],1
[0.12156863 0.23137255 0.21960784 ... 0.01176471 0.00784314 0.00392157],1
[0.41568628 0.5137255  0.4745098  ... 0.1882353  0.19215687 0.22352941],1
[0.87058824 0.78431374 0.49411765 ... 0.04313726 0.02352941 0.03137255],1
[0.13333334 0.24705882 0.34509805 ... 0.24705882 0.24313726 0.23921569],1
[0.19215687 0.21960784 0.18039216 ... 0.21176471 0.14901961 0.1764706 ],1
[0.12156863 0.23529412 0.19607843 ... 0.21960784 0.11372549 0.07058824],1
[0.40784314 0.3764706  0.35686275 ... 0.22352941 0.32941177 0.3019608 ],1
[0.10196079 0.24705882 0.20784314 ... 0.26666668 0.31764707 0.3019608 ],1
[0.54901963 0.47058824 0.31764707 ... 0.03137255 0.02745098 0.03529412],1
[0.34509805 0.44313726 0.53333336 ... 0.2509804  0.2901961  0.30980393],1
[0.11764706 0.08627451 0.3764706  ... 0.22745098 0.34117648 0.36862746],1
[0.10588235 0.03529412 0.05882353 ... 0.00392157 0.00392157 0.00392157],1
[0.4117647  0.52156866 0.26666668 ... 0.15686275 0.14509805 0.17254902],1
[0.56078434 0.47058824 0.33333334 ... 0.2784314  0.12941177 0.03529412],1
[0.2627451  0.28235295 0.4392157  ... 0.07843138 0.08627451 0.09803922],1
[0.29411766 0.3137255  0.39215687 ... 0.21176471 0.20392157 0.21960784],1
[0.05490196 0.16470589 0.24705882 ... 0.16470589 0.20784314 0.12156863],1
[0.57254905 0.61960787 0.5058824  ... 0.9411765  0.9411765  0.9411765 ],1
[0.21960784 0.1764706  0.19607843 ... 0.05882353 0.07450981 0.0627451 ],1
[0.11764706 0.13725491 0.48235294 ... 0.14117648 0.19215687 0.15686275],1
[0.3254902  0.1254902  0.1254902  ... 0.15686275 0.15686275 0.15686275],1
[0.14117648 0.15686275 0.23529412 ... 0.53333336 0.21960784 0.06666667],1
[0.07450981 0.0627451  0.07058824 ... 0.29803923 0.23921569 0.11764706],1
[0.24705882 0.30980393 0.19607843 ... 0.05882353 0.06666667 0.03921569],1
[0.1254902  0.1882353  0.15686275 ... 0.07843138 0.07843138 0.03529412],1
[0.23529412 0.26666668 0.20392157 ... 0.0627451  0.05098039 0.0627451 ],1
[0.32156864 0.3372549  0.7607843  ... 0.10196079 0.07843138 0.07058824],1
[1.         0.99607843 0.9764706  ... 0.22745098 0.27058825 0.22352941],1
[0.53333336 0.5019608  0.43137255 ... 0.22745098 0.16470589 0.13333334],1
[0.45490196 0.43529412 0.25882354 ... 0.03529412 0.03529412 0.03529412],1
[0.5803922  0.4627451  0.3882353  ... 0.08627451 0.09411765 0.07843138],1
[0.10980392 0.15294118 0.12941177 ... 0.56078434 0.5372549  0.4745098 ],1
[0.24313726 0.2509804  0.23137255 ... 0.16078432 0.18039216 0.23921569],1
[0.6039216  0.63529414 0.39607844 ... 0.1764706  0.15294118 0.15686275],1
[0.5176471  0.47843137 0.5803922  ... 0.29803923 0.30980393 0.3019608 ],1
[0.17254902 0.21960784 0.20392157 ... 0.14509805 0.16862746 0.18039216],1
[0.5019608  0.4509804  0.43529412 ... 0.21568628 0.29411766 0.33333334],1
[0.4117647  0.47058824 0.44313726 ... 0.13725491 0.14901961 0.14509805],1
[0.59607846 0.74509805 0.8784314  ... 0.14509805 0.11372549 0.14117648],1
[0.23921569 0.26666668 0.18039216 ... 0.05882353 0.05882353 0.07843138],1
[0.37254903 0.36078432 0.29803923 ... 0.13333334 0.11372549 0.10980392],1
[0.22745098 0.21176471 0.11372549 ... 0.24705882 0.23529412 0.30588236],1
[0.3372549  0.35686275 0.22352941 ... 0.24705882 0.17254902 0.14117648],1
[0.3372549  0.34117648 0.34117648 ... 0.42745098 0.3764706  0.36862746],1
[0.5803922  0.54901963 0.44313726 ... 0.06666667 0.05098039 0.07450981],1
[0.47843137 0.45490196 0.6313726  ... 0.01960784 0.02745098 0.01568628],1
[0.58431375 0.72156864 0.827451   ... 0.7294118  0.73333335 0.7294118 ],1
[0.4        0.30588236 0.1882353  ... 0.10196079 0.09411765 0.06666667],1
[0.03921569 0.1254902  0.0627451  ... 0.14901961 0.2        0.30588236],1
[0.25490198 0.22745098 0.32156864 ... 0.12156863 0.0627451  0.03529412],1
[0.3019608  0.2901961  0.15686275 ... 0.23921569 0.2784314  0.18039216],1
[0.2627451  0.12941177 0.16078432 ... 0.43137255 0.40784314 0.29803923],1
[0.18431373 0.19607843 0.20392157 ... 0.2        0.19215687 0.16078432],1
[0.00392157 0.01176471 0.01176471 ... 0.00784314 0.00784314 0.00392157],1
[0.62352943 0.70980394 0.65882355 ... 0.07058824 0.06666667 0.07058824],1
[0.18039216 0.1882353  0.20784314 ... 0.42352942 0.34901962 0.25490198],1
[0.5254902  0.54509807 0.40784314 ... 0.23529412 0.23921569 0.20392157],1
[0.1764706  0.07058824 0.01960784 ... 0.09411765 0.10196079 0.07843138],1
[0.43137255 0.5372549  0.57254905 ... 0.11372549 0.10196079 0.08235294],1
[0.50980395 0.7882353  0.89411765 ... 0.1254902  0.1254902  0.12941177],1
[0.3647059  0.41568628 0.4392157  ... 0.5058824  0.5294118  0.5372549 ],1
[0.16862746 0.21960784 0.1254902  ... 0.30980393 0.30980393 0.3019608 ],1
[0.02745098 0.02352941 0.03137255 ... 0.07058824 0.07450981 0.1254902 ],1
[0.07843138 0.07058824 0.13333334 ... 0.04313726 0.05098039 0.07058824],1
[0.89411765 0.8627451  0.9019608  ... 0.18431373 0.10980392 0.14117648],1
[0.1254902  0.19215687 0.22352941 ... 0.01960784 0.01960784 0.01568628],1
[0.0627451  0.07450981 0.05098039 ... 0.21176471 0.2627451  0.2627451 ],1
[0.3882353  0.64705884 0.58431375 ... 0.15294118 0.14509805 0.2901961 ],1
[0.34509805 0.43529412 0.6666667  ... 0.28235295 0.27450982 0.28627452],1
[0.33333334 0.38431373 0.2784314  ... 0.36078432 0.3019608  0.29803923],1
[0.16078432 0.24705882 0.2627451  ... 0.08627451 0.06666667 0.05490196],1
[0.34509805 0.3372549  0.43137255 ... 0.40392157 0.3764706  0.38039216],1
[0.24313726 0.23921569 0.07843138 ... 0.01176471 0.04313726 0.10980392],1
[0.88235295 0.8235294  0.60784316 ... 0.21176471 0.1882353  0.1764706 ],1
[0.09019608 0.09411765 0.10196079 ... 0.06666667 0.09019608 0.07058824],1
[0.08627451 0.16470589 0.32941177 ... 0.23921569 0.24705882 0.26666668],1
[0.19215687 0.21568628 0.30980393 ... 0.14117648 0.14509805 0.16078432],1
[0.67058825 0.7058824  0.7647059  ... 0.06666667 0.0627451  0.06666667],1
[0.18039216 0.21176471 0.24313726 ... 0.11372549 0.10980392 0.14117648],1
[0.6117647  0.627451   0.654902   ... 0.14901961 0.16862746 0.15294118],1
[0.08627451 0.07843138 0.10588235 ... 0.02352941 0.03529412 0.03137255],1
[0.54509807 0.39607844 0.43529412 ... 0.08235294 0.07843138 0.08627451],1
[0.35686275 0.3529412  0.3764706  ... 0.05098039 0.03921569 0.05490196],1
[0.44705883 0.40784314 0.3647059  ... 0.09019608 0.06666667 0.05490196],1
[0.07058824 0.07450981 0.07058824 ... 0.05882353 0.05882353 0.0627451 ],1
[0.4745098  0.5176471  0.6862745  ... 0.14117648 0.15686275 0.14901961],1
[0.1254902  0.09411765 0.10196079 ... 0.05490196 0.05490196 0.0627451 ],1
[0.24313726 0.3372549  0.68235296 ... 0.45490196 0.42352942 0.45490196],1
[0.40784314 0.50980395 0.49411765 ... 0.2627451  0.26666668 0.3019608 ],1
[0.44313726 0.43137255 0.38431373 ... 0.08627451 0.09803922 0.14117648],1
[0.12941177 0.17254902 0.11372549 ... 0.05490196 0.05490196 0.05882353],1
[0.15686275 0.22352941 0.14117648 ... 0.18039216 0.19215687 0.14901961],1
[0.27450982 0.21176471 0.21960784 ... 0.32941177 0.27450982 0.2       ],1
[0.         0.01568628 0.03529412 ... 0.00784314 0.00392157 0.        ],1
[0.29803923 0.38431373 0.41568628 ... 0.05098039 0.03921569 0.03529412],1
[0.25490198 0.23529412 0.25882354 ... 0.01960784 0.01568628 0.01568628],1
[0.16862746 0.20392157 0.21960784 ... 0.29411766 0.27450982 0.21176471],1
[0.26666668 0.30588236 0.16078432 ... 0.10196079 0.04313726 0.02745098],1
[0.21960784 0.24705882 0.25490198 ... 0.6392157  0.63529414 0.5882353 ],1
[0.14901961 0.13725491 0.13333334 ... 0.1254902  0.19607843 0.24705882],1
[0.04705882 0.09411765 0.34509805 ... 0.24705882 0.08235294 0.05490196],1
[0.42745098 0.47058824 0.4627451  ... 0.5058824  0.47058824 0.3137255 ],1
[0.22745098 0.17254902 0.29803923 ... 0.08627451 0.07843138 0.07843138],1
[0.34901962 0.32156864 0.28627452 ... 0.05490196 0.05490196 0.06666667],1
[0.02745098 0.03921569 0.0627451  ... 0.27450982 0.42745098 0.3254902 ],1
[0.9607843  0.9137255  0.75686276 ... 0.04705882 0.04313726 0.04705882],1
[0.43137255 0.34509805 0.2509804  ... 0.21568628 0.1764706  0.12941177],1
[0.45882353 0.39215687 0.34509805 ... 0.4        0.21176471 0.14117648],1
[0.12941177 0.14117648 0.17254902 ... 0.33333334 0.39215687 0.3882353 ],1
[0.7176471  0.6901961  0.6784314  ... 0.49019608 0.42745098 0.30588236],1
[0.36862746 0.30980393 0.6666667  ... 0.12941177 0.11372549 0.13725491],1
[0.3647059  0.36862746 0.3529412  ... 0.05490196 0.07843138 0.06666667],1
[0.02745098 0.09411765 0.35686275 ... 0.09411765 0.57254905 0.21176471],1
[0.5647059  0.4509804  0.30588236 ... 0.4117647  0.24705882 0.20392157],1
[0.16078432 0.24705882 0.1764706  ... 0.00784314 0.00784314 0.01960784],1
[0.30980393 0.2784314  0.23529412 ... 0.34901962 0.38039216 0.24705882],1
[0.7294118  0.50980395 0.17254902 ... 0.04705882 0.03529412 0.02745098],1
[0.49019608 0.36078432 0.3137255  ... 0.14901961 0.21568628 0.17254902],1
[0.41568628 0.53333336 0.54901963 ... 0.34117648 0.28235295 0.18431373],1
[0.21176471 0.3019608  0.4        ... 0.09411765 0.07450981 0.0627451 ],1
[0.28235295 0.39215687 0.3882353  ... 0.05882353 0.04705882 0.04705882],1
[0.28235295 0.35686275 0.38431373 ... 0.14117648 0.16078432 0.16078432],1
[0.6745098  0.8235294  0.7019608  ... 0.10588235 0.08235294 0.07843138],1
[0.27058825 0.6745098  0.654902   ... 0.3019608  0.34117648 0.3529412 ],1
[0.39215687 0.47058824 0.61960787 ... 0.24313726 0.2509804  0.2       ],1
[0.2        0.31764707 0.3882353  ... 0.         0.         0.        ],1
[0.58431375 0.63529414 0.6156863  ... 0.00784314 0.00392157 0.00392157],1
[0.18431373 0.1764706  0.18431373 ... 0.09019608 0.09019608 0.10196079],1
[0.6        0.50980395 0.43137255 ... 0.15686275 0.14509805 0.16470589],1
[0.24313726 0.29411766 0.22352941 ... 0.05490196 0.03529412 0.04705882],1
[0.01568628 0.04705882 0.05098039 ... 0.08235294 0.03529412 0.04705882],1
[0.49803922 0.4627451  0.4745098  ... 0.08627451 0.10588235 0.18039216],1
[0.14509805 0.21176471 0.21176471 ... 0.30588236 0.3882353  0.654902  ],1
[0.68235296 0.6117647  0.6039216  ... 0.21960784 0.23137255 0.25882354],1
[0.34901962 0.35686275 0.37254903 ... 0.13725491 0.1764706  0.23921569],1
[0.43529412 0.3882353  0.3137255  ... 0.03921569 0.03137255 0.05490196],1
[0.31764707 0.1882353  0.24313726 ... 0.04705882 0.04705882 0.04313726],1
[0.23921569 0.23921569 0.3529412  ... 0.03137255 0.04705882 0.03921569],1
[0.23137255 0.29803923 0.34117648 ... 0.12941177 0.08627451 0.05098039],1
[0.57254905 0.3254902  0.14901961 ... 0.08235294 0.09803922 0.11764706],1
[0.20392157 0.21176471 0.2509804  ... 0.08627451 0.07450981 0.05882353],1
[0.3019608  0.10196079 0.15294118 ... 0.03921569 0.05882353 0.05098039],1
[0.6117647  0.45490196 0.45882353 ... 0.14901961 0.14117648 0.15686275],1
[0.45490196 0.7058824  0.44705883 ... 0.04313726 0.04313726 0.05098039],1
[0.07843138 0.07843138 0.09803922 ... 0.03529412 0.03529412 0.04313726],1
[0.23921569 0.1882353  0.19215687 ... 0.23921569 0.26666668 0.18431373],1
[0.43137255 0.43529412 0.59607846 ... 0.3372549  0.34901962 0.33333334],1
[0.28627452 0.27450982 0.27450982 ... 0.04313726 0.04313726 0.05098039],1
[0.12941177 0.10980392 0.08235294 ... 0.01960784 0.01176471 0.00784314],1
[0.11372549 0.28627452 0.4627451  ... 0.05490196 0.04705882 0.04313726],1
[0.00784314 0.02745098 0.01568628 ... 0.01176471 0.00784314 0.00784314],1
[0.42352942 0.36078432 0.31764707 ... 0.05098039 0.06666667 0.05098039],1
[0.2        0.29411766 0.27450982 ... 0.07450981 0.11372549 0.2509804 ],1
[0.1764706  0.10588235 0.07058824 ... 0.03529412 0.04705882 0.03529412],1
[0.43137255 0.39607844 0.4        ... 0.43137255 0.5058824  0.5176471 ],1
[0.54509807 0.6627451  0.4862745  ... 0.40784314 0.3764706  0.42352942],1
[0.6784314  0.5411765  0.5372549  ... 0.39607844 0.32156864 0.32156864],1
[0.4        0.41568628 0.49019608 ... 0.15294118 0.19607843 0.21176471],1
[0.39607844 0.28235295 0.21568628 ... 0.18431373 0.17254902 0.15686275],1
[0.5803922  0.53333336 0.49019608 ... 0.04705882 0.04705882 0.05882353],1
[0.7254902  0.83137256 0.6117647  ... 0.08627451 0.11764706 0.1254902 ],1
[0.20392157 0.3019608  0.45882353 ... 0.25490198 0.23137255 0.21568628],1
[0.30588236 0.47058824 0.28627452 ... 0.12156863 0.08627451 0.08627451],1
[0.43137255 0.41960785 0.3372549  ... 0.1882353  0.19607843 0.2       ],1
[0.39607844 0.41568628 0.39215687 ... 0.29411766 0.22745098 0.2627451 ],1
[0.28235295 0.6862745  0.7294118  ... 0.0627451  0.0627451  0.09411765],1
[0.36078432 0.12156863 0.14901961 ... 0.19607843 0.18039216 0.16862746],1
[0.9882353  0.9843137  0.96862745 ... 0.5254902  0.43137255 0.49411765],1
[0.07058824 0.08235294 0.07450981 ... 0.05882353 0.03529412 0.03137255],1
[0.7529412  0.6901961  0.68235296 ... 0.25882354 0.2901961  0.29803923],1
[0.12941177 0.3764706  0.40784314 ... 0.05098039 0.05882353 0.03921569],1
[0.27058825 0.28235295 0.25882354 ... 0.44313726 0.45490196 0.50980395],1
[0.3529412  0.43137255 0.46666667 ... 0.2        0.19607843 0.1764706 ],1
[0.34509805 0.3764706  0.4392157  ... 0.40392157 0.44313726 0.4392157 ],1
[0.12941177 0.12941177 0.12156863 ... 0.12156863 0.12156863 0.1254902 ],1
[0.4745098  0.49019608 0.53333336 ... 0.20784314 0.19607843 0.14509805],1
[0.38039216 0.3372549  0.26666668 ... 0.09803922 0.07058824 0.0627451 ],1
[0.21960784 0.22352941 0.16862746 ... 0.21568628 0.2784314  0.24705882],1
[0.50980395 0.5372549  0.4862745  ... 0.01176471 0.00784314 0.01176471],1
[0.5176471  0.3529412  0.43137255 ... 0.22745098 0.21176471 0.1882353 ],1
[0.3764706  0.40392157 0.37254903 ... 0.33333334 0.25882354 0.23529412],1
[0.23137255 0.23529412 0.24705882 ... 0.05882353 0.04705882 0.05490196],1
[0.2        0.1882353  0.2627451  ... 0.07843138 0.10196079 0.09411765],1
[0.52156866 0.4627451  0.49411765 ... 0.15686275 0.15686275 0.15294118],1
[0.16470589 0.3647059  0.3529412  ... 0.09019608 0.08627451 0.0627451 ],1
[0.3019608  0.36862746 0.36862746 ... 0.08627451 0.05490196 0.15686275],1
[0.32941177 0.30588236 0.36862746 ... 0.16470589 0.16078432 0.14509805],1
[0.47843137 0.64705884 0.56078434 ... 0.4392157  0.41960785 0.23137255],1
[0.09411765 0.23137255 0.3019608  ... 0.07450981 0.04705882 0.05098039],1
[0.5803922  0.5176471  0.3882353  ... 0.06666667 0.04705882 0.03529412],1
[0.34509805 0.34901962 0.36078432 ... 0.75686276 0.7372549  0.6117647 ],1
[0.28627452 0.3647059  0.38039216 ... 0.5882353  0.6313726  0.5411765 ],1
[0.14117648 0.4745098  0.8666667  ... 0.14509805 0.16078432 0.15686275],1
[0.30588236 0.45490196 0.7019608  ... 0.2509804  0.20784314 0.19607843],1
[0.42745098 0.37254903 0.38431373 ... 0.13725491 0.22745098 0.1764706 ],1
[0.11764706 0.27450982 0.52156866 ... 0.01568628 0.01568628 0.04705882],1
[0.13333334 0.11372549 0.1254902  ... 0.09019608 0.10980392 0.11372549],1
[0.28235295 0.34901962 0.27058825 ... 0.15294118 0.13333334 0.12156863],1
[0.77254903 0.69411767 0.6431373  ... 0.20392157 0.28627452 0.19607843],1
[0.92156863 0.23529412 0.01960784 ... 0.00784314 0.2784314  0.84313726],1
[0.9372549  0.8392157  0.77254903 ... 0.36078432 0.36862746 0.39607844],1
[0.29411766 0.23529412 0.3529412  ... 0.04705882 0.07058824 0.0627451 ],1
[0.09411765 0.04705882 0.02352941 ... 0.03529412 0.05098039 0.03921569],1
[0.14117648 0.24313726 0.4        ... 0.03137255 0.03529412 0.03529412],1
[0.07843138 0.07450981 0.08235294 ... 0.03529412 0.02745098 0.03921569],1
[0.12156863 0.15294118 0.24313726 ... 0.09411765 0.09803922 0.07843138],1
[0.2784314  0.27450982 0.28627452 ... 0.11372549 0.10588235 0.10588235],1
[0.26666668 0.3137255  0.27450982 ... 0.24313726 0.24313726 0.2627451 ],1
[0.21960784 0.27058825 0.2784314  ... 0.1882353  0.17254902 0.16078432],1
[0.5294118  0.36862746 0.34509805 ... 0.02745098 0.04313726 0.04705882],1
[0.38431373 0.30588236 0.29803923 ... 0.13725491 0.15686275 0.14901961],1
[0.03921569 0.15294118 0.2901961  ... 0.11764706 0.10196079 0.10196079],1
[0.32156864 0.34901962 0.3137255  ... 0.16862746 0.14117648 0.14117648],1
[0.27450982 0.53333336 0.6313726  ... 0.23921569 0.21176471 0.18431373],1
[0.40784314 0.4392157  0.41960785 ... 0.10588235 0.05490196 0.08627451],1
[0.42745098 0.4392157  0.42352942 ... 0.4745098  0.43137255 0.44705883],1
[0.01568628 0.08235294 0.19607843 ... 0.3529412  0.2901961  0.24705882],1
[0.27058825 0.14901961 0.10196079 ... 0.01176471 0.01568628 0.03137255],1
[0.5529412  0.57254905 0.49019608 ... 0.26666668 0.32941177 0.23921569],1
[0.20784314 0.2627451  0.3372549  ... 0.13333334 0.15686275 0.14509805],1
[0.4117647  0.33333334 0.23137255 ... 0.4509804  0.43529412 0.47058824],1
[0.14901961 0.22352941 0.34117648 ... 0.07058824 0.06666667 0.07058824],1
[0.34509805 0.21176471 0.24313726 ... 0.10588235 0.0627451  0.04705882],1
[0.5254902  0.54901963 0.32941177 ... 0.12941177 0.10980392 0.10196079],1
[0.654902   0.72156864 0.43529412 ... 0.23137255 0.2509804  0.24705882],1
[0.28627452 0.35686275 0.16862746 ... 0.16078432 0.16078432 0.2       ],1
[0.36862746 0.34509805 0.32941177 ... 0.827451   0.8627451  0.65882355],1
[0.20392157 0.16470589 0.14901961 ... 0.09411765 0.1254902  0.15686275],1
[0.6        0.6        0.5529412  ... 0.5019608  0.5882353  0.48235294],1
[0.28627452 0.14117648 0.11764706 ... 0.02352941 0.02352941 0.02352941],1
[0.2901961  0.5176471  0.5254902  ... 0.62352943 0.6509804  0.61960787],1
[0.38039216 0.26666668 0.2784314  ... 0.08235294 0.08235294 0.08235294],1
[0.4862745  0.4117647  0.44313726 ... 0.07450981 0.07058824 0.06666667],1
[0.54901963 0.47843137 0.47058824 ... 0.03529412 0.05098039 0.16470589],1
[0.09019608 0.13725491 0.09019608 ... 0.19215687 0.15686275 0.11764706],1
[0.6862745  0.6509804  0.29803923 ... 0.03137255 0.01960784 0.02352941],1
[0.13725491 0.23529412 0.33333334 ... 0.5019608  0.6        0.5176471 ],1
[0.4117647  0.4117647  0.62352943 ... 0.05098039 0.05098039 0.07058824],1
[0.25882354 0.2901961  0.4745098  ... 0.14901961 0.22745098 0.2509804 ],1
[0.02745098 0.03529412 0.13725491 ... 0.08235294 0.07450981 0.08235294],1
[0.39607844 0.31764707 0.28235295 ... 0.05490196 0.05098039 0.05882353],1
[0.34509805 0.46666667 0.5803922  ... 0.11372549 0.1254902  0.14901961],1
[0.35686275 0.32156864 0.29411766 ... 0.10588235 0.10196079 0.12156863],1
[0.6        0.5803922  0.52156866 ... 0.08235294 0.08627451 0.08235294],1
[0.13725491 0.16470589 0.1882353  ... 0.05490196 0.0627451  0.09411765],1
[0.09411765 0.16078432 0.19607843 ... 0.1254902  0.13333334 0.18039216],1
[0.2509804  0.37254903 0.4862745  ... 0.10980392 0.10980392 0.13333334],1
[0.28627452 0.35686275 0.33333334 ... 0.08235294 0.07450981 0.03529412],1
[0.9490196  0.9254902  0.91764706 ... 0.45490196 0.48235294 0.48235294],1
[0.08627451 0.13725491 0.10980392 ... 0.04705882 0.04313726 0.02745098],1
[0.30588236 0.22352941 0.14117648 ... 0.1882353  0.16078432 0.22352941],1
[0.2        0.34901962 0.36078432 ... 0.08627451 0.09803922 0.08235294],1
[0.5254902  0.15686275 0.15686275 ... 0.22745098 0.21960784 0.21176471],1
[0.22745098 0.24313726 0.23921569 ... 0.23921569 0.23137255 0.21960784],1
[0.63529414 0.48235294 0.49019608 ... 0.06666667 0.05490196 0.04313726],1
[0.18431373 0.12156863 0.11372549 ... 0.02745098 0.04313726 0.03529412],1
[0.8        0.77254903 0.62352943 ... 0.07058824 0.20392157 0.32156864],1
[0.2784314  0.23529412 0.23921569 ... 0.15686275 0.17254902 0.17254902],1
[0.40784314 0.5137255  0.43529412 ... 0.23921569 0.24313726 0.25882354],1
[0.38431373 0.07843138 0.28235295 ... 0.01568628 0.00784314 0.        ],1
[0.5294118  0.6156863  0.50980395 ... 0.03529412 0.03921569 0.03137255],1
[0.29803923 0.32941177 0.33333334 ... 0.10196079 0.12941177 0.1254902 ],1
[0.3372549  0.30588236 0.28235295 ... 0.05098039 0.07058824 0.07058824],1
[0.3019608  0.12941177 0.08627451 ... 0.17254902 0.16078432 0.21960784],1
[0.24313726 0.6117647  0.5137255  ... 0.21568628 0.18431373 0.14117648],1
[0.22352941 0.3254902  0.3882353  ... 0.09019608 0.10196079 0.10196079],1
[0.5568628  0.3019608  0.21568628 ... 0.07450981 0.05882353 0.07058824],1
[0.36862746 0.32156864 0.4        ... 0.04705882 0.1254902  0.18039216],1
[0.05882353 0.10588235 0.08235294 ... 0.16862746 0.13725491 0.00392157],1
[0.09803922 0.0627451  0.04705882 ... 0.06666667 0.08235294 0.06666667],1
[0.5058824  0.47843137 0.40784314 ... 0.18431373 0.15294118 0.15294118],1
[0.58431375 0.3372549  0.24705882 ... 0.11764706 0.10980392 0.12156863],1
[0.1254902  0.14117648 0.14901961 ... 0.28235295 0.32156864 0.33333334],1
[0.12156863 0.1254902  0.15686275 ... 0.12941177 0.11372549 0.10196079],1
[0.40392157 0.49803922 0.5882353  ... 0.1254902  0.12941177 0.19607843],1
[0.19607843 0.23529412 0.22352941 ... 0.10588235 0.09803922 0.09803922],1
[0.3882353  0.32941177 0.6392157  ... 0.01568628 0.00784314 0.01960784],1
[0.35686275 0.30980393 0.36862746 ... 0.21568628 0.16078432 0.1254902 ],1
[0.31764707 0.38039216 0.4        ... 0.34509805 0.31764707 0.28235295],1
[0.49803922 0.4745098  0.44313726 ... 0.3254902  0.28235295 0.3882353 ],1
[0.3254902  0.38039216 0.7607843  ... 0.0627451  0.09411765 0.09411765],1
[0.04313726 0.04705882 0.07843138 ... 0.01960784 0.01960784 0.01960784],1
[0.19215687 0.1764706  0.14117648 ... 0.13333334 0.12941177 0.14509805],1
[0.5686275  0.59607846 0.59607846 ... 0.27450982 0.2627451  0.2784314 ],1
[0.23921569 0.24705882 0.24313726 ... 0.07843138 0.10980392 0.0627451 ],1
[0.5294118  0.5372549  0.5568628  ... 0.42745098 0.42745098 0.45490196],1
[0.16078432 0.15294118 0.24705882 ... 0.09803922 0.09411765 0.07058824],1
[0.20392157 0.24705882 0.20784314 ... 0.19215687 0.15294118 0.16470589],1
[0.38431373 0.5686275  0.57254905 ... 0.03529412 0.03137255 0.03137255],1
[0.31764707 0.32156864 0.5568628  ... 0.03921569 0.05098039 0.05098039],1
[0.2509804  0.2        0.30980393 ... 0.08627451 0.10588235 0.12941177],1
[0.3019608  0.25490198 0.23529412 ... 0.12941177 0.16078432 0.10980392],1
[0.24313726 0.28235295 0.52156866 ... 0.10980392 0.09803922 0.09411765],1
[0.24705882 0.24705882 0.22745098 ... 0.24705882 0.3372549  0.4745098 ],1
[0.24705882 0.18039216 0.2901961  ... 0.2509804  0.21176471 0.17254902],1
[0.22352941 0.21568628 0.16078432 ... 0.08235294 0.12941177 0.16078432],1
[0.12941177 0.10980392 0.08627451 ... 0.03529412 0.04705882 0.04705882],1
[0.46666667 0.33333334 0.16862746 ... 0.06666667 0.07843138 0.04705882],1
[0.19607843 0.14117648 0.09019608 ... 0.06666667 0.0627451  0.07058824],1
[0.41960785 0.25490198 0.32156864 ... 0.5372549  0.2627451  0.34901962],1
[0.31764707 0.3137255  0.49411765 ... 0.03137255 0.03137255 0.03137255],1
[0.34509805 0.23137255 0.37254903 ... 0.16862746 0.19215687 0.16470589],1
[0.22745098 0.28235295 0.3882353  ... 0.21568628 0.1882353  0.2       ],1
